collection,link
"Still, 1994, Damien Hirst",https://www.artic.edu/artworks/229374/still
"Bowl with Mirror Pattern of Birds Framed by Geometric Motifs, A.D. 950/1150, Mimbres",https://www.artic.edu/artworks/51182/bowl-with-mirror-pattern-of-birds-framed-by-geometric-motifs
"The Poet, 1940, Hans Hofmann",https://www.artic.edu/artworks/111261/the-poet
"Mummy Mask, Late Ptolemaic Period-early Roman Period, 1st century BC, Ancient Egyptian",https://www.artic.edu/artworks/136740/mummy-mask
"Angel Holding Scroll, c. 1400, Giovanni Balducci",https://www.artic.edu/artworks/87272/angel-holding-scroll
"Mills and Footbridge, Meaux, 1908, John Marin",https://www.artic.edu/artworks/2915/mills-and-footbridge-meaux
"Charles Chandellier, 1842, Paul Gavarni",https://www.artic.edu/artworks/11125/charles-chandellier
"Untitled (Hôtel de l’Etoile), 1954, Joseph Cornell",https://www.artic.edu/artworks/99777/untitled-hotel-de-l-etoile
"December Afternoon, 1940, published 1941, Grant Wood",https://www.artic.edu/artworks/99557/december-afternoon
"Mountain Road with Travelers, c. 1610/25, Joos de Momper, II",https://www.artic.edu/artworks/16340/mountain-road-with-travelers
"Dancer Stretching at the Bar, 1877/80, Hilaire Germain Edgar Degas",https://www.artic.edu/artworks/16758/dancer-stretching-at-the-bar
"Sketch of Lower Manhattan, c. 1917, John Marin",https://www.artic.edu/artworks/2942/sketch-of-lower-manhattan
"By the Sea, Dieppe, 1896, Albert André",https://www.artic.edu/artworks/25801/by-the-sea-dieppe
"The Sisters, 1882, George Inness",https://www.artic.edu/artworks/27777/the-sisters
"Nude Woman Bending Over, 1923–24, George Wesley Bellows",https://www.artic.edu/artworks/59840/nude-woman-bending-over
"The Civet, 1962, Lee Krasner",https://www.artic.edu/artworks/183515/the-civet
"An Elegant Woman at the Élysée Montmartre (Élégante à l’Élysée Montmartre), 1888, Louis Anquetin",https://www.artic.edu/artworks/222002/an-elegant-woman-at-the-elysee-montmartre-elegante-a-l-elysee-montmartre
"Aryballos (Cointainer for Oil), 625/600 BC, Ancient Greek",https://www.artic.edu/artworks/5025/aryballos-cointainer-for-oil
"A Wet Day on the Boulevard, Paris, 1894, printed 1918/32, Alfred Stieglitz",https://www.artic.edu/artworks/66296/a-wet-day-on-the-boulevard-paris
"Resurrection of Christ, 1665/70, Samuel van Hoogstraten",https://www.artic.edu/artworks/31173/resurrection-of-christ
"Sketchbook, June 1883–September 1887, Gustave Caillebotte",https://www.artic.edu/artworks/208200/sketchbook
"Carnot is Sick!, 1893, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/7601/carnot-is-sick
"House Tops, 1921, Edward Hopper",https://www.artic.edu/artworks/50106/house-tops
"Tazza, c. 1678/85, Grieksche A Factory",https://www.artic.edu/artworks/10410/tazza
"Family Doctor, 1940, Grant Wood",https://www.artic.edu/artworks/14307/family-doctor
"Maitreya Buddha (Mi-le, 彌勒佛 ), Tang dynasty (A.D. 618–906), dated 705",https://www.artic.edu/artworks/11690/maitreya-buddha-mi-le-%E5%BD%8C%E5%8B%92%E4%BD%9B
"Summer Twilight, 1920, Edward Hopper",https://www.artic.edu/artworks/50054/summer-twilight
"The Northwest Wind, 1914, Charles Harold Davis",https://www.artic.edu/artworks/13732/the-northwest-wind
"Decorated Initial “G” with Flowers from a Choir Book, 14th century or modern, c. 1920",https://www.artic.edu/artworks/11802/decorated-initial-g-with-flowers-from-a-choir-book
"Nude Model (Male), 1976, Andy Warhol",https://www.artic.edu/artworks/194321/nude-model-male
"Fruit Piece, 1860, Hannah Brown Skeele",https://www.artic.edu/artworks/156596/fruit-piece
"Loutrophoros (Container for Bath Water), 350/340 BC, Ancient Greek",https://www.artic.edu/artworks/102080/loutrophoros-container-for-bath-water
"Mosaic-Like, 1932, Paul Klee",https://www.artic.edu/artworks/135517/mosaic-like
"Pineda Island Recreation Center, Mobile, Alabama, Perspective, c. 1960, Bertrand Goldberg",https://www.artic.edu/artworks/190299/pineda-island-recreation-center-mobile-alabama-perspective
"Bathers and a Woman Carrying a Basket, n.d., Miguel Covarrubias",https://www.artic.edu/artworks/3089/bathers-and-a-woman-carrying-a-basket
"Carnival in Munich, 1904, Vasily Kandinsky",https://www.artic.edu/artworks/17538/carnival-in-munich
"Fragment from Christ Carrying the Cross: Saint John the Evangelist, 1500/05, Jean Hey, (the Master of Moulins)",https://www.artic.edu/artworks/25749/fragment-from-christ-carrying-the-cross-saint-john-the-evangelist
"Figure in a Striped Blouse, April 3, 1949, Pablo Picasso",https://www.artic.edu/artworks/76068/figure-in-a-striped-blouse
"Palace Ball, 1929, Jules Pascin",https://www.artic.edu/artworks/3339/palace-ball
"Small Worlds V, plate five from Kleine Welten, 1922, Vasily Kandinsky",https://www.artic.edu/artworks/3192/small-worlds-v-plate-five-from-kleine-welten
"Dancer and Gazelles, 1916, Paul Manship",https://www.artic.edu/artworks/72198/dancer-and-gazelles
"Eye in Keyhole, New York, 1953, printed 1984, Irving Penn",https://www.artic.edu/artworks/144840/eye-in-keyhole-new-york
"Sketch for Autumn Moon at Ishiyama Temple (Ishiyama no shugetsu), from the series “Eight Views in Omi Province (Omi hakkei)”, c. 1859, Utagawa Hiroshige II (Shigenobu)",https://www.artic.edu/artworks/7688/sketch-for-autumn-moon-at-ishiyama-temple-ishiyama-no-shugetsu-from-the-series-eight-views-in-omi-province-omi-hakkei
"Self-Portrait with Camera, c. 1917, Edward Steichen",https://www.artic.edu/artworks/193403/self-portrait-with-camera
"Point Breeze, the Estate of Joseph Napoleon Bonaparte at Bordentown, New Jersey, 1817/20, Charles B. Lawrence",https://www.artic.edu/artworks/69538/point-breeze-the-estate-of-joseph-napoleon-bonaparte-at-bordentown-new-jersey
"Reclining Nude, c. 1931, Aristide Joseph-Bonaventure Maillol",https://www.artic.edu/artworks/39512/reclining-nude
"A Triptych of Fashionable No Plays (Furyu Utai Sambukutsui), c. late 1750s, Miyagawa Shunsui",https://www.artic.edu/artworks/21807/a-triptych-of-fashionable-no-plays-furyu-utai-sambukutsui
"The actors Ichikawa Tomiemon (R) as Kanisaka Toma and Sanogawa Ichimatsu III (L) as the Gion Prostitute Onayo, 1794, Tôshûsai Sharaku",https://www.artic.edu/artworks/18770/the-actors-ichikawa-tomiemon-r-as-kanisaka-toma-and-sanogawa-ichimatsu-iii-l-as-the-gion-prostitute-onayo
"Aureus (Coin) Portraying Emperor Hadrian, 120/23, issued by Hadrian, Ancient Roman",https://www.artic.edu/artworks/182871/aureus-coin-portraying-emperor-hadrian
"Centre Bridge, 1904, Edward Willis Redfield",https://www.artic.edu/artworks/40773/centre-bridge
"Letter with Drawing of Whistler Menacing Du Maurier, 1894, George Du Maurier",https://www.artic.edu/artworks/14361/letter-with-drawing-of-whistler-menacing-du-maurier
"Volute Krater (Mixing Bowl), About 340 BC, Ancient Greek",https://www.artic.edu/artworks/102078/volute-krater-mixing-bowl
"Provincetown, 1916, Marsden Hartley",https://www.artic.edu/artworks/65920/provincetown
"Maya, Mirror of Illusions, c. 1910, Arthur B. Davies",https://www.artic.edu/artworks/64491/maya-mirror-of-illusions
"The Hundred Guilder Print, c. 1648, Rembrandt van Rijn",https://www.artic.edu/artworks/13094/the-hundred-guilder-print
"Still Life with Fruit, 1890, Émile Bernard",https://www.artic.edu/artworks/58999/still-life-with-fruit
"Lace Curtain for Mayor Daley, 1968, Barnett Newman",https://www.artic.edu/artworks/90579/lace-curtain-for-mayor-daley
"Academic Study of a Reclining Male Nude, c. 1750, François Boucher",https://www.artic.edu/artworks/196175/academic-study-of-a-reclining-male-nude
"Françoise, June 14, 1946, Pablo Picasso",https://www.artic.edu/artworks/83730/francoise
"Harlem Street Scene, 1975, Jacob Lawrence",https://www.artic.edu/artworks/145182/harlem-street-scene
"Jaguar Standing, 1830/50, Antoine Louis Barye",https://www.artic.edu/artworks/6198/jaguar-standing
"The Actor Yoshizawa Ayame IV as Yadorigi, the Sister of Nikaido Shinanosuke, Disguised as Orie, the Wife of Aoto Magosaburo, in Part Two of the Play Motomishi Yuki Sakae Hachi no Ki (Looking up at Falling Snow: Thriving Potted Trees), Performed at the Nakamura Theater from the First Day of the Eleventh Month, 1778, c. 1778, Katsukawa Shunko I",https://www.artic.edu/artworks/22181/the-actor-yoshizawa-ayame-iv-as-yadorigi-the-sister-of-nikaido-shinanosuke-disguised-as-orie-the-wife-of-aoto-magosaburo-in-part-two-of-the-play-motomishi-yuki-sakae-hachi-no-ki-looking-up-at-falling-snow-thriving-potted-trees-performed-at-the-nakamura-theater-from-the-first-day-of-the-eleventh-month-1778
"Ajax, 1949/54, Georges Braque",https://www.artic.edu/artworks/147657/ajax
"Coiled Trumpet in the Form of a Snarling Feline Face, 100 B.C./A.D. 500, Chimbote",https://www.artic.edu/artworks/2833/coiled-trumpet-in-the-form-of-a-snarling-feline-face
"Chinese Beauties at a Banquet, 1788/90, Kitagawa Utamaro",https://www.artic.edu/artworks/21670/chinese-beauties-at-a-banquet
"Self-Portrait, 1927/28, Arshile Gorky",https://www.artic.edu/artworks/118696/self-portrait
"Altarpiece with Seated Buddha, Angkor period, late 12th/early 13th century",https://www.artic.edu/artworks/144403/altarpiece-with-seated-buddha
"Sketches of Legs and Feet, 1917/21, John Singer Sargent",https://www.artic.edu/artworks/7231/sketches-of-legs-and-feet
"Step, 1933/58, Aris Konstantinidis",https://www.artic.edu/artworks/8062/step
"Bean-Shaped Vessel with Handle in the Form of Monkey, Early 20th century",https://www.artic.edu/artworks/9149/bean-shaped-vessel-with-handle-in-the-form-of-monkey
"Fishermen of Chioggia, 1908, Donald Shaw MacLaughlan",https://www.artic.edu/artworks/11660/fishermen-of-chioggia
"Stair, Old Jail, Carthage, Illinois, 1953, Harold Allen",https://www.artic.edu/artworks/11954/stair-old-jail-carthage-illinois
"Portrait of Alphonse Maureau, 1878/79, Édouard Manet",https://www.artic.edu/artworks/90258/portrait-of-alphonse-maureau
"Fertility, 1939, Grant Wood",https://www.artic.edu/artworks/117693/fertility
"Rebecca Salsbury Strand, 1922, Alfred Stieglitz",https://www.artic.edu/artworks/66278/rebecca-salsbury-strand
"(Winter) Pine, 1991, Julia Fish",https://www.artic.edu/artworks/210902/winter-pine
"Twin Figures, March 1938, Jean Hélion",https://www.artic.edu/artworks/5173/twin-figures
"“Large Head” Portrait (Okubi-e) of the Actor Iwai Hanshiro IV as Akita Jonosuke Yoshikage in a “Shibaraku” Role, from the play Mieiko Nori no Hachi no Ki (Memorial Service for St. Nichiren: A Model of “The Potted Trees”), Performed at the Kawarazaki Theater in the Eleventh Month, 1791, c. 1791, Katsukawa Shun’ei",https://www.artic.edu/artworks/36427/large-head-portrait-okubi-e-of-the-actor-iwai-hanshiro-iv-as-akita-jonosuke-yoshikage-in-a-shibaraku-role-from-the-play-mieiko-nori-no-hachi-no-ki-memorial-service-for-st-nichiren-a-model-of-the-potted-trees-performed-at-the-kawarazaki-theater-in-the-eleventh-month-1791
"Boy of Hallett Family with Dog, 1766/76, Artist unknown",https://www.artic.edu/artworks/120104/boy-of-hallett-family-with-dog
"The Battle of Actium from The Story of Caesar and Cleopatra, c. 1680, Geraert Peemans",https://www.artic.edu/artworks/147056/the-battle-of-actium-from-the-story-of-caesar-and-cleopatra
"Singer, plate eight from Alcools, 1934, Louis Casimir Ladislas Marcoussis",https://www.artic.edu/artworks/20737/singer-plate-eight-from-alcools
"Chicago Slums, 1910, Lewis Wickes Hine",https://www.artic.edu/artworks/11351/chicago-slums
"Dragon King, 11th/early 12th century",https://www.artic.edu/artworks/5821/dragon-king
"A Mile Underground, Kimberly Diamond Mine, South Africa, 1950, Margaret Bourke-White",https://www.artic.edu/artworks/5512/a-mile-underground-kimberly-diamond-mine-south-africa
"Boxers, 1955, Matta",https://www.artic.edu/artworks/20243/boxers
"Aureus (Coin) Portraying Emperor Marcus Aurelius, 167 (December)/168 (December), issued by Marcus Aurelius and Lucius Verus, Ancient Roman",https://www.artic.edu/artworks/4528/aureus-coin-portraying-emperor-marcus-aurelius
"Nine-part Modular Cube, 1977, Sol LeWitt",https://www.artic.edu/artworks/54229/nine-part-modular-cube
"The Nativity, c. 1465, School of Donato di Niccolò Donatello",https://www.artic.edu/artworks/16143/the-nativity
"Death Comes to an Old Lady, 1969, Duane Stephen Michals",https://www.artic.edu/artworks/121129/death-comes-to-an-old-lady
"The Puritan, Modeled 1883–86, cast after 1899, Augustus Saint-Gaudens",https://www.artic.edu/artworks/191185/the-puritan
"Education of Cupid, c. 1859, Narcisse Virgile Diaz de la Peña",https://www.artic.edu/artworks/35155/education-of-cupid
"Vessel, Predynastic Period, Late Naqada II (about 3300–3200 BC), Ancient Egyptian",https://www.artic.edu/artworks/591/vessel
"Cameo, Late 18th century, Wedgwood Manufactory",https://www.artic.edu/artworks/14668/cameo
"The Clothing of the Prisoner of war, c. 1915, Jean Louis Forain",https://www.artic.edu/artworks/18585/the-clothing-of-the-prisoner-of-war
"Cover, 1601/75",https://www.artic.edu/artworks/8617/cover
"Saint Gregory as Author, 1188/1200, School of Weingarten Abbey",https://www.artic.edu/artworks/51595/saint-gregory-as-author
"Conversation in Studio, 1943, Milton Avery",https://www.artic.edu/artworks/208319/conversation-in-studio
"Santa Sofia, 1910/12, Josef Hoffmann",https://www.artic.edu/artworks/11995/santa-sofia
"Okitsu, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”, c. 1806, Katsushika Hokusai",https://www.artic.edu/artworks/2922/okitsu-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
"The Red Table, 1920, Fernand Léger",https://www.artic.edu/artworks/63979/the-red-table
"Bridalveil Fall, c. 1952, printed 1959, Ansel Adams",https://www.artic.edu/artworks/121716/bridalveil-fall
"Personnage and Stars, 1950, Joan Miró",https://www.artic.edu/artworks/3281/personnage-and-stars
"Saw, 1923, Stuart Davis",https://www.artic.edu/artworks/71529/saw
"Construction Work, n.d., George Hendrik Breitner",https://www.artic.edu/artworks/10229/construction-work
"Les-Parents-Terribles series: Yes, but you will see the captain…, 1853, Paul Gavarni",https://www.artic.edu/artworks/10945/les-parents-terribles-series-yes-but-you-will-see-the-captain
"Heather Brown McCann, Mimi Brown, Bebe Brown Nixon, Laurie Brown, New Canaan, Conn., 1975, Nicholas Nixon",https://www.artic.edu/artworks/104053/heather-brown-mccann-mimi-brown-bebe-brown-nixon-laurie-brown-new-canaan-conn
"The Actor Nakamura Nakazo I as Ono Sadakuro in the Play Kanadehon Chushingura, Performed at the Ichimura Theater in the Sixth Month, 1783, c. 1783, Katsukawa Shunsho",https://www.artic.edu/artworks/12760/the-actor-nakamura-nakazo-i-as-ono-sadakuro-in-the-play-kanadehon-chushingura-performed-at-the-ichimura-theater-in-the-sixth-month-1783
"Issey Miyake Fashion: Face Covered with Hair (A), New York, May 1991, printed 1994, Irving Penn",https://www.artic.edu/artworks/144850/issey-miyake-fashion-face-covered-with-hair-a-new-york
"Dog Scratches, 1991, Sally Mann",https://www.artic.edu/artworks/184383/dog-scratches
"May Milton, 1895, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/65089/may-milton
"Woman’s Shoes, Qing dynasty (1644–1911), 19th century",https://www.artic.edu/artworks/15910/woman-s-shoes
"Children Sitting on a Fence, 1874, Winslow Homer",https://www.artic.edu/artworks/45349/children-sitting-on-a-fence
"Eight-Armed Dancing God Ganesha, 17th/18th century",https://www.artic.edu/artworks/131742/eight-armed-dancing-god-ganesha
"Hippy Hollow, Lake Travis, Austin Texas (Nude Woman Wading into Water), 1973, Garry Winogrand",https://www.artic.edu/artworks/130027/hippy-hollow-lake-travis-austin-texas-nude-woman-wading-into-water
"A Woodman Seated on a Bundle of Faggots, 1787, Thomas Gainsborough",https://www.artic.edu/artworks/122046/a-woodman-seated-on-a-bundle-of-faggots
"Black-and-White Storage Jar with Abstract Geometric Motifs, 1890s, Acoma",https://www.artic.edu/artworks/189294/black-and-white-storage-jar-with-abstract-geometric-motifs
"Reclining Nude, n.d., Arthur B. Davies",https://www.artic.edu/artworks/7237/reclining-nude
"Landscape in the Style of Ancient Masters: after Gao Kegong (1248-1310), Ming dynasty (1368–1644), 1642, Lan Ying",https://www.artic.edu/artworks/8209/landscape-in-the-style-of-ancient-masters-after-gao-kegong-1248-1310
"Hills of Byram, 1909, Daniel Garber",https://www.artic.edu/artworks/64463/hills-of-byram
"Winged Beast (Tomb Figure), Western Han dynasty (206 B.C.–9 A.D.)",https://www.artic.edu/artworks/147007/winged-beast-tomb-figure
"The Women’s Bath, 1530/40, Hans Sebald Beham",https://www.artic.edu/artworks/206344/the-women-s-bath
"Young Man Lying on a Grave, 1803–04, Caspar David Friedrich",https://www.artic.edu/artworks/6087/young-man-lying-on-a-grave
"Untitled, 1969, Robert Irwin",https://www.artic.edu/artworks/31595/untitled
"Double Elvis, 1999, Vik Muniz",https://www.artic.edu/artworks/154279/double-elvis
